date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:51	49425/49425	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:54:50%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/radio.html	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/radio.html	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:24:53	28027/28027	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:54:52%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/browse.html	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/browse.html	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:24:55	16980/16980	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:54:54%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/404.html	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/404.html	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:24:57	41974/41974	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:54:56%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/typography.html	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/typography.html	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:24:59	19814/19814	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:54:58%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/contact.html	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/contact.html	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:24:59	5601/5601	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/1.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/1.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:24:59	6678/6678	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/2.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/2.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:01	1835/1835	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/classie.js	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/classie.js	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:01	157918/157918	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/apps.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/apps.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:02	6114/6114	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/uisearch.js	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/uisearch.js	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:10	797257/797257	---M--	200	added ('OK')	audio/ogg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Georgia.ogg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Georgia.ogg	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:12	1475313/1475313	---M--	200	added ('OK')	audio/mpeg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Blue%20Browne.mp3	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Blue%20Browne.mp3	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:12	860663/860663	---M--	200	added ('OK')	audio/ogg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Blue%20Browne.ogg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Blue%20Browne.ogg	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:12	9405/9405	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/audio.css	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/audio.css	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:12	71624/71624	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/mediaelement-and-player.min.js	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/mediaelement-and-player.min.js	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:13	3113/3113	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/arrow.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/arrow.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:13	3095/3095	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/arrow2.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/arrow2.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:14	1466954/1466954	---M--	200	added ('OK')	audio/mpeg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Georgia.mp3	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/media/Georgia.mp3	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:15	32156/32156	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:55:15%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/single.html	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/single.html	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:17	143947/143947	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/33.jpg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/33.jpg	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:18	8344/8344	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play1.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play1.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:18	10565/10565	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play2.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play2.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:18	9554/9554	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play4.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play4.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:19	9301/9301	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play5.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/play5.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:19	183098/183098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/22.jpg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/22.jpg	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:19	59364/59364	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/jquery.nicescroll.js	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/jquery.nicescroll.js	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:19	4429/4429	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/scripts.js	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/scripts.js	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:20	67546/67546	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/bootstrap.js	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/js/bootstrap.js	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:20	161324/161324	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/11.jpg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/11.jpg	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/blog.html)
15:25:20	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.eot	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/bootstrap.css)
15:25:21	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regulard41d.eot	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/bootstrap.css)
15:25:22	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.woff2	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/bootstrap.css)
15:25:22	23424/23424	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.woff	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/bootstrap.css)
15:25:23	45404/45404	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.ttf	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/bootstrap.css)
15:25:23	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/glyphicons-halflings-regular.svg	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/bootstrap.css)
15:25:25	99252/99252	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/MavenPro-Regular.ttf	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/MavenPro-Regular.ttf	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:25	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:25%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/plus.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/plus.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:26	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:25%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/minus.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/minus.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:26	557/557	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/radio.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/radio.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:26	672/672	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/radio1.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/radio1.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:26	120196/120196	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/Lato-Regular.ttf	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/Lato-Regular.ttf	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:27	3169/3169	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/search.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/search.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:27	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:27%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/arrows.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/arrows.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:27	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:27%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/fb.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/fb.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:28	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:28%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/tw.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/tw.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:28	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:28%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/pin.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/pin.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:29	5440/5440	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/jplayer.blue.monday.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/jplayer.blue.monday.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:29	3780/3780	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/social.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/social.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:29	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Oct%202019%2009:55:29%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/icons.png	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/images/icons.png	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/style.css)
15:25:30	38205/38205	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfont.eot?v=4.0.3	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfontba72.eot	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/font-awesome.css)
15:25:31	38205/38205	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/font-awesome.css)
15:25:31	44432/44432	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfont.woff?v=4.0.3	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfontba72.woff	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/font-awesome.css)
15:25:32	80652/80652	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2018:59:02%20GMT	https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfont.ttf?v=4.0.3	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/fonts/fontawesome-webfontba72.ttf	(from https://p.w3layouts.com/demos/june-2016/01-06-2016/mosaic/web/css/font-awesome.css)
15:25:32	11950/11950	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2004%20Oct%202019%2015:44:04%20GMT	https://p.w3layouts.com/images/W3Layouts-light.svg	C:/My%20Web%20Sites/mission%20web/p.w3layouts.com/images/W3Layouts-light.svg	(from https://p.w3layouts.com/images/demobar_w3_16oct2019.css)
